application_id,applicant_name,email,phone_number,university,degree,cgpa,submission_time,ip_address,resume_quality_score,application_source,previous_applications
4338,Mrs. Nicole Sutton,qguerrero@example.com,(841)303-3685x52436,Harvard,BSCS,2.6,2025-05-07 05:37:12,70.5.50.121,76,Desktop,4
4339,Christopher Cooper,gcraig@example.net,290-778-7836,Stanford,BSIT,3.03,2025-05-14 05:25:24,212.100.127.50,91,Desktop,5
4340,Laurie Brown,zrodriguez@example.com,409-594-2604x839,Harvard,BSAI,3.71,2025-05-02 22:53:34,7.223.184.90,78,Desktop,4
4341,Joshua Day,jamiecarey@example.net,001-335-331-0049x21370,FAST,BSE,2.84,2025-05-10 20:52:43,206.122.240.36,83,Desktop,3
4342,Michael Garcia,charlene56@example.com,+1-382-828-5947x22452,MIT,BSE,3.56,2025-05-21 17:50:11,48.69.10.250,89,Desktop,2
4343,Krystal Owens,millerphillip@example.com,521.821.4041x0989,FAST,BSAI,2.64,2025-05-15 20:53:32,30.113.109.78,84,Mobile,3
4344,Kathleen Lowe,eclark@example.org,(905)597-3707x95693,Harvard,BSCS,3.09,2025-05-12 02:51:39,163.180.125.150,98,Mobile,2
4345,Chelsea Huffman,kevinpearson@example.org,926-268-8132x62538,SMIU,BBA,2.9,2025-04-30 16:15:21,36.144.179.38,79,Mobile,3
4346,James Schmidt,katiecarter@example.net,001-617-384-7317x5184,Harvard,BBA,2.51,2025-05-10 17:06:48,66.125.179.233,89,Desktop,5
4347,Nicholas Williams,lorraine30@example.net,868.559.2218,IU,BSIT,2.6,2025-05-03 02:04:09,82.80.178.150,64,Desktop,4
4348,David Orr,derek49@example.net,638-350-3809x16793,MIT,BSIT,3.1,2025-05-15 06:59:31,192.200.141.203,74,Desktop,4
4349,Elaine Sexton,popejudy@example.org,(703)260-7828x8450,FAST,BSAI,3.99,2025-05-11 16:11:18,170.192.127.65,62,Mobile,3
4350,Connie Weber,thamilton@example.net,998.940.5476x849,Harvard,BSCS,3.36,2025-05-07 07:26:18,54.75.10.99,62,Mobile,0
4351,Emily Robinson,perkinssusan@example.org,(890)452-0022,Harvard,BBA,2.96,2025-05-14 09:17:18,212.37.202.43,42,Desktop,1
4352,Jordan Brown,thomasanthony@example.net,883.990.8611,IU,BSCS,3.2,2025-05-09 03:31:32,156.66.205.136,74,Mobile,1
4353,Troy Roberts,michael60@example.com,+1-813-863-5955x743,NED,BSIT,2.37,2025-05-09 13:31:20,71.176.252.222,66,Mobile,4
4354,Cynthia Aguirre,bruce44@example.com,001-438-330-2933,MIT,BSCS,2.59,2025-05-07 12:40:47,51.107.105.47,93,Mobile,3
4355,Christine Edwards,ajohnston@example.net,+1-944-661-0288x80148,SMIU,BSE,2.64,2025-05-06 23:34:48,59.65.232.191,85,Desktop,5
4356,Julie Stewart,traviskathryn@example.org,(287)769-6245x422,Stanford,BSIT,2.48,2025-05-16 05:27:20,164.96.65.241,87,Desktop,3
4357,Kyle Conrad,thomas11@example.com,(221)808-4960x121,Harvard,BSIT,2.43,2025-05-03 18:17:33,14.16.90.81,75,Desktop,2
4358,Christina Wood,troy32@example.com,(459)681-8460,NED,BSCS,3.37,2025-05-23 19:46:03,124.25.16.174,61,Desktop,3
4359,Shawn Craig,kempmarie@example.net,+1-667-709-7102,SMIU,BSE,2.69,2025-05-10 01:28:19,200.216.95.122,92,Desktop,4
4360,Julia Strickland,jenniferbrown@example.com,001-713-753-4504x53391,MIT,BSE,2.57,2025-05-06 01:17:31,59.93.90.221,65,Desktop,0
4361,Traci Chambers,kathleenharper@example.com,+1-627-208-0836x612,MIT,BSIT,2.22,2025-05-14 16:02:27,188.242.170.205,97,Desktop,5
4362,Melissa Gates,mwilson@example.net,845.783.8568x6720,Harvard,BSAI,2.75,2025-05-16 19:41:37,215.162.124.132,68,Desktop,3
4363,Mario Schwartz,megan40@example.net,(434)544-4150x4372,MIT,BSIT,3.46,2025-04-29 03:49:30,200.77.165.194,56,Mobile,3
4364,Rodney Guzman,epatrick@example.net,378-753-9392,Harvard,BSCS,2.01,2025-05-23 18:11:27,18.123.18.13,47,Mobile,4
4365,Jasmine Owens,greenryan@example.com,760-339-0121,Stanford,BSAI,3.6,2025-04-29 23:28:39,161.12.196.130,72,Desktop,3
4366,Mary Jimenez,cruzemily@example.org,+1-420-967-0129x951,Stanford,BBA,2.68,2025-05-23 19:26:30,186.61.62.207,42,Desktop,2
4367,Misty Hanson,dzuniga@example.net,414.901.0845x124,Harvard,BSCS,2.47,2025-05-18 21:50:57,137.112.68.141,84,Mobile,3
4368,Mason Chavez,katieramirez@example.com,8546243330,FAST,BSE,3.42,2025-05-03 04:07:36,208.174.133.122,40,Mobile,1
4369,Laurie Weber,iserrano@example.net,299.206.3963,SMIU,BBA,2.31,2025-05-10 04:23:15,98.97.244.149,93,Mobile,0
4370,Debra Mccann,kleineric@example.com,001-945-517-0842x850,Harvard,BSAI,2.2,2025-05-07 14:42:01,128.115.195.63,100,Desktop,0
4371,Jennifer Cooper,david20@example.net,713.560.1129x9101,Stanford,BSAI,3.15,2025-05-22 16:05:55,181.99.241.100,41,Mobile,5
4372,Luis Contreras,uwalker@example.com,378.655.6031x3370,NED,BSE,3.43,2025-05-12 10:45:18,88.104.28.55,64,Desktop,2
4373,Patrick Roberts,kristinedavis@example.net,9129915450,SMIU,BSIT,2.6,2025-05-02 00:30:40,206.143.247.143,73,Desktop,4
4374,Amber Johnson,petersregina@example.org,+1-889-932-6576,NED,BSAI,2.33,2025-05-02 22:22:15,90.109.162.47,70,Desktop,0
4375,Brandon Whitney,iwhite@example.com,629-802-9657x35703,FAST,BSCS,2.45,2025-05-22 03:12:46,203.29.52.109,90,Mobile,4
4376,Jason Clayton,wcook@example.com,001-846-471-8314x3725,SMIU,BBA,2.47,2025-05-18 08:24:52,218.111.113.2,53,Mobile,1
4377,Anthony Green,johnedwards@example.net,795.842.8010,Harvard,BBA,3.07,2025-05-24 16:38:43,223.190.231.84,52,Desktop,3
4378,Zachary Anderson,ostewart@example.org,+1-501-909-4258,IU,BSCS,2.97,2025-05-14 23:42:35,209.126.192.227,64,Mobile,2
4379,Gregory Ruiz,zjohnson@example.org,(562)397-7134x7865,IU,BSAI,2.56,2025-05-06 13:37:17,16.178.64.65,40,Mobile,1
4380,Alexis Roberts,james10@example.net,622.511.5241,FAST,BSCS,2.31,2025-05-05 00:15:47,5.185.48.5,69,Mobile,0
4381,Jennifer Peterson,wreid@example.com,001-702-944-2624x0861,MIT,BSIT,2.21,2025-05-03 18:33:39,197.12.246.21,75,Desktop,5
4382,Angela Brown,brittany86@example.org,239-320-2384x03650,FAST,BBA,2.15,2025-05-11 19:02:20,121.151.169.142,63,Desktop,1
4383,Amanda Smith,pattyscott@example.org,001-616-452-4346x47261,NED,BSIT,2.81,2025-05-12 03:52:12,32.64.30.16,44,Mobile,2
4384,Lisa Jones,dennisjustin@example.net,983.404.2602x879,MIT,BSAI,2.4,2025-05-06 07:12:54,88.24.164.32,72,Desktop,0
4385,Samantha Johnson MD,butlermark@example.net,001-342-779-8066,Harvard,BSAI,2.43,2025-05-21 10:48:07,5.139.52.148,86,Mobile,0
4386,Barbara Stafford,norrisdeborah@example.com,732.484.4879x874,FAST,BSIT,3.9,2025-05-12 03:36:26,120.139.47.17,74,Mobile,3
4387,Bonnie Williams,kevin09@example.net,433.886.4929,SMIU,BSCS,2.96,2025-05-09 20:24:51,198.163.135.37,81,Mobile,0
4388,Jessica Larson,veronicakim@example.org,415.297.3285x276,Stanford,BSIT,2.91,2025-05-24 00:29:43,143.17.194.2,43,Mobile,1
4389,Jessica Wilson,stuartjenkins@example.org,+1-408-681-3145x70031,FAST,BSE,2.72,2025-05-26 00:34:57,203.83.12.0,55,Desktop,2
4390,Taylor Davis,larry35@example.net,948.378.7549,IU,BBA,3.71,2025-05-09 12:46:56,222.163.10.95,54,Desktop,3
4391,George Smith,powelljeffrey@example.org,976-510-5523,SMIU,BSE,2.24,2025-05-01 15:02:16,37.247.61.236,98,Mobile,5
4392,William Rose,princedavid@example.org,001-548-749-9957,MIT,BSAI,3.95,2025-05-21 00:58:16,67.254.15.197,75,Desktop,1
4393,Kevin Jensen,walshgina@example.net,8385527737,IU,BSIT,2.3,2025-05-07 05:04:55,193.159.196.13,93,Mobile,5
4394,Julie Martin,scottmccarthy@example.com,9249328834,SMIU,BSCS,2.14,2025-05-15 05:58:19,209.183.139.254,57,Mobile,0
4395,Brian Blevins,preed@example.org,(846)422-1521x44915,SMIU,BBA,2.58,2025-05-18 13:24:35,144.73.79.71,85,Desktop,1
4396,Scott Powers,florespamela@example.org,7738241577,NED,BSIT,2.89,2025-05-10 21:25:35,12.167.228.39,79,Mobile,1
4397,Matthew Wilson,scottflores@example.com,(203)661-8496x2250,NED,BSE,3.85,2025-05-13 18:20:05,150.151.190.103,94,Mobile,4
4398,Mark Cruz,lisajordan@example.org,001-820-516-4512x9509,IU,BSCS,2.91,2025-05-02 20:52:30,63.122.169.53,52,Mobile,0
4399,Timothy Morris,lancehardin@example.net,694-288-5713x975,IU,BSE,3.25,2025-05-04 16:10:13,173.89.221.105,82,Mobile,2
4400,Angela Fletcher,aolson@example.net,719-642-3882x912,Harvard,BSE,2.43,2025-05-20 08:38:09,52.198.193.170,79,Desktop,1
4401,Sarah Howard,fmartin@example.net,(306)540-0946x7065,Harvard,BBA,2.45,2025-05-14 21:45:03,138.25.187.103,42,Mobile,3
4402,Michael Silva,lbeltran@example.org,948.739.8961x20771,MIT,BSIT,3.9,2025-05-22 10:48:35,5.181.3.48,60,Mobile,2
4403,Troy Hernandez,meghanadams@example.com,001-686-937-2147x4835,MIT,BSIT,3.96,2025-05-04 03:36:21,84.97.49.176,46,Desktop,2
4404,Renee Fowler,yflores@example.com,434-655-2397x5475,MIT,BSIT,3.36,2025-04-30 21:34:29,94.48.111.200,48,Mobile,3
4405,Heather Terry,littletasha@example.net,230-822-3203x20775,FAST,BSCS,3.84,2025-05-20 05:31:18,199.0.230.130,59,Desktop,2
4406,Allison Schroeder,strongbenjamin@example.org,403-619-6492,Harvard,BSE,3.29,2025-05-17 07:46:55,140.168.174.251,77,Mobile,1
4407,April Ortiz,gary04@example.org,(724)402-0101x828,FAST,BSIT,2.69,2025-05-21 06:14:00,212.110.25.200,52,Mobile,2
4408,Thomas Williams,jmckenzie@example.org,001-949-836-7781x722,FAST,BSIT,2.55,2025-05-13 08:03:48,183.244.30.142,66,Desktop,2
4409,Morgan Welch,tim53@example.net,629.829.1110x10609,SMIU,BSCS,3.31,2025-05-27 10:52:08,198.202.192.42,96,Desktop,1
4410,Heather Reed,kgreen@example.com,724.415.7385x607,IU,BSCS,2.91,2025-05-12 23:32:08,44.225.172.127,81,Mobile,4
4411,Manuel Byrd,bianca03@example.org,(832)904-1917,Stanford,BSAI,2.32,2025-05-21 08:33:55,197.249.111.146,53,Mobile,3
4412,Richard Gordon,hillhaley@example.net,984.205.4735,Harvard,BBA,3.39,2025-05-04 16:45:22,222.184.169.117,66,Mobile,1
4413,Ashley Flores,megan66@example.org,435-388-7068x346,Harvard,BSAI,2.54,2025-05-11 14:43:12,71.97.189.243,62,Desktop,3
4414,Stephen Wright,emmapreston@example.com,233-935-1362,Harvard,BSIT,3.07,2025-04-30 01:40:55,89.6.107.64,74,Mobile,0
4415,Sean Torres,johnsonjuan@example.net,001-905-219-7165x44803,Stanford,BSIT,3.94,2025-05-17 18:59:34,40.217.73.153,51,Mobile,1
4416,Daniel Allen,tammy77@example.com,475.525.8152x163,MIT,BSCS,3.47,2025-05-01 01:48:43,209.62.119.227,86,Desktop,2
4417,Susan Taylor,millerrichard@example.org,659-209-9488,Stanford,BSCS,2.75,2025-05-20 08:38:36,2.179.87.191,65,Mobile,1
4418,Kayla Brown,vwilliams@example.org,(575)462-5621x49763,NED,BSAI,3.8,2025-05-26 15:56:28,119.174.234.123,87,Mobile,2
4419,Patrick Miles,cford@example.org,888.519.4506x0963,Stanford,BSIT,3.82,2025-05-06 11:20:30,212.106.90.91,96,Mobile,1
4420,Juan Benson,brenda85@example.net,281-756-0808,Stanford,BSCS,3.97,2025-05-01 03:55:02,206.34.143.83,53,Desktop,1
4421,Andrew Preston,heidi14@example.org,654-604-2960,NED,BSAI,3.3,2025-05-03 08:04:16,148.205.179.108,95,Desktop,1
4422,Holly Ashley,alexandrawhite@example.net,+1-673-520-7235x5750,Harvard,BSAI,3.86,2025-05-16 23:26:45,202.23.22.199,41,Desktop,4
4423,Neil Price,jennifersnyder@example.net,258-931-0688x54706,MIT,BBA,2.92,2025-05-09 01:58:07,208.108.14.210,70,Desktop,0
4424,Diane Salazar,tylerlisa@example.net,903-647-6214,SMIU,BSAI,2.11,2025-05-12 00:35:16,189.39.199.7,46,Mobile,2
4425,Alicia Pope,turnerjesse@example.net,256-781-2261x038,Stanford,BSE,2.51,2025-05-03 01:28:14,198.209.88.91,77,Mobile,3
4426,Terry Miller,leejohn@example.org,274.995.1921x084,SMIU,BBA,2.57,2025-05-18 12:04:31,28.152.20.146,90,Mobile,2
4427,Paul Wilkinson,ywood@example.com,9048542420,Stanford,BSE,2.37,2025-05-26 04:19:24,6.152.67.116,56,Mobile,1
4428,Brenda Gonzalez,laurabryan@example.com,2616001515,NED,BSCS,3.51,2025-05-12 04:34:49,64.35.71.123,77,Mobile,2
4429,April Blevins,emily20@example.org,+1-393-332-1867,MIT,BSCS,3.73,2025-05-24 03:03:50,216.233.205.55,68,Mobile,1
4430,Andrew White,lopezjeffrey@example.org,793-239-1350x8917,MIT,BSE,2.7,2025-04-29 08:47:40,217.215.150.25,55,Mobile,5
4431,Mrs. Tonya Nelson MD,rwilson@example.org,558-582-0135x5271,MIT,BSE,3.04,2025-05-25 08:00:12,81.52.210.122,83,Mobile,4
4432,Charles Cantrell,robertsondavid@example.net,257.885.7850,NED,BSCS,2.76,2025-04-30 05:39:35,166.169.237.60,40,Mobile,5
4433,Connor Banks,jackie86@example.net,281-223-5570x37167,Harvard,BBA,3.55,2025-05-17 11:31:50,155.70.118.53,85,Mobile,2
4434,Curtis Meza,debrawoods@example.com,8035065345,Stanford,BSE,2.8,2025-05-17 21:00:22,193.59.102.158,81,Mobile,1
4435,Ricardo Stewart,veronica25@example.net,+1-513-991-0841x10510,FAST,BBA,3.93,2025-05-23 06:45:37,101.138.24.21,87,Mobile,3
4436,Angela Smith,kevinabbott@example.com,5908389405,Stanford,BSCS,3.13,2025-05-15 17:01:06,102.221.201.186,45,Mobile,5
4437,Joseph Nunez,rodriguezmonica@example.com,868.835.2369x450,Harvard,BSAI,3.58,2025-05-08 21:23:10,80.229.16.100,40,Mobile,4
4438,John Ferguson,kwhite@example.org,835.526.6996x22411,FAST,BSE,3.71,2025-05-09 18:26:12,221.122.32.89,69,Mobile,2
4439,Brittany Hawkins,george28@example.com,(593)770-5284x4855,MIT,BSAI,2.42,2025-05-05 18:29:55,203.204.11.102,63,Desktop,0
4440,Samuel Weber,lauren45@example.com,989-868-6854,NED,BSE,2.57,2025-05-03 02:48:44,165.78.207.130,80,Mobile,1
4441,Charles Graham,dunndavid@example.net,+1-474-624-7109x569,IU,BSAI,3.78,2025-05-03 12:27:10,199.88.44.87,47,Mobile,5
4442,David Quinn,lisatucker@example.com,382-207-2890,FAST,BSE,3.57,2025-05-23 20:11:47,115.111.53.146,71,Desktop,4
4443,Valerie Adams MD,davidwilson@example.org,001-475-637-1589x191,MIT,BSIT,2.91,2025-05-27 05:41:51,221.130.16.239,82,Mobile,5
4444,Charles Monroe,janet14@example.org,879-724-2109,IU,BSAI,3.59,2025-05-04 21:56:49,213.42.157.245,51,Mobile,4
4445,Carmen Brown,quinndavid@example.net,747.569.5922x21819,IU,BSAI,2.71,2025-05-12 05:20:10,40.215.89.88,85,Mobile,5
4446,Jonathan Gomez,zjohnson@example.com,542-981-2033x83548,MIT,BSCS,3.87,2025-05-15 06:00:59,58.103.155.58,92,Desktop,3
4447,Eric Brown,suzanne25@example.org,332.921.0067x309,Harvard,BBA,3.78,2025-05-21 10:03:18,196.5.83.23,96,Desktop,4
4448,Bruce Jordan,anna32@example.org,275-732-1298,Harvard,BSAI,3.87,2025-05-22 15:36:29,130.231.218.134,71,Mobile,3
4449,Steven Rhodes,johnsonmatthew@example.com,706.557.4271,Harvard,BSCS,3.92,2025-05-09 19:22:43,56.173.99.255,50,Mobile,0
4450,Alyssa Hawkins,jacksonnathaniel@example.com,(828)397-2006x015,IU,BSIT,3.34,2025-05-18 19:56:17,217.76.125.3,46,Desktop,4
4451,Brittany Clayton,danielhendricks@example.com,238.707.5791,Stanford,BSIT,3.85,2025-05-05 02:13:51,2.122.63.108,76,Desktop,0
4452,James Patel,imarquez@example.net,+1-951-755-0504x99319,SMIU,BSAI,3.91,2025-05-26 21:27:24,221.102.159.163,48,Desktop,2
4453,Erica Stein,noahmcclain@example.org,316-513-0148x572,SMIU,BSE,2.23,2025-05-26 22:13:24,112.93.140.178,66,Desktop,0
4454,Gary Wilson,fordjames@example.org,478-719-9438x185,FAST,BSCS,2.52,2025-05-06 22:17:04,31.7.202.2,46,Mobile,0
4455,Matthew Patrick,mary28@example.org,707.843.0350,Harvard,BSAI,3.7,2025-05-14 10:35:08,139.155.170.5,55,Desktop,1
4456,Kelli Stewart,fholt@example.org,(575)946-2911,MIT,BSCS,3.02,2025-05-06 15:51:07,61.179.235.39,60,Desktop,1
4457,Mr. Mitchell Martinez,thompsondanielle@example.net,(773)967-3610,Stanford,BSIT,2.53,2025-04-28 21:52:58,61.251.38.63,46,Desktop,3
4458,Lisa Brown,kclark@example.org,+1-955-818-2371x892,MIT,BSAI,3.1,2025-05-14 02:32:02,142.192.105.245,45,Desktop,1
4459,Scott Johnson,zacharyscott@example.org,3995015085,FAST,BSCS,3.43,2025-05-05 03:04:42,61.9.115.241,79,Desktop,3
4460,Erin Mcdowell,richard11@example.net,(387)389-0045,SMIU,BSAI,3.87,2025-05-02 20:21:37,193.44.0.77,88,Desktop,1
4461,Pamela Todd,catherine94@example.org,+1-720-403-6297x1866,Harvard,BBA,2.57,2025-05-22 18:39:23,30.19.33.61,62,Desktop,0
4462,Madeline Medina,susan36@example.org,001-523-288-3042x396,NED,BSCS,2.87,2025-05-13 02:56:59,66.85.189.108,63,Desktop,2
4463,Erik Mclean IV,alexis00@example.com,791.206.5639x5528,Stanford,BBA,2.32,2025-05-27 07:03:27,202.164.5.50,91,Desktop,3
4464,Paul Scott,jonesnicole@example.org,(305)411-8890x93121,FAST,BSIT,3.62,2025-05-09 21:19:25,218.69.6.156,92,Desktop,0
4465,Kathy Jones,anthony67@example.com,8927757472,SMIU,BSAI,2.7,2025-05-02 19:35:14,116.84.155.51,89,Mobile,1
4466,Corey Kelly,dustincoleman@example.net,(354)395-3446x80513,SMIU,BSCS,2.04,2025-05-25 03:12:39,126.205.236.92,57,Desktop,0
4467,Monica Green,rodriguezmelanie@example.net,787.909.8438,IU,BBA,3.37,2025-05-02 21:36:34,134.140.207.190,72,Mobile,3
4468,Robert Martinez,ocraig@example.org,+1-640-734-4820x1773,SMIU,BSE,3.28,2025-05-21 00:52:28,139.79.114.119,53,Mobile,0
4469,Lisa Carlson,brittany76@example.com,001-892-288-2705x7751,MIT,BBA,2.04,2025-05-23 05:51:14,129.32.240.21,94,Mobile,3
4470,Bethany Kennedy,judith14@example.com,+1-405-337-0211x7179,IU,BBA,3.59,2025-05-27 17:18:51,38.34.120.67,75,Desktop,5
4471,Alexa Sawyer,staceyhampton@example.com,343.713.4159x32601,IU,BSCS,2.37,2025-05-21 19:28:33,201.80.112.142,50,Mobile,0
4472,Scott Cole,brucewilson@example.org,+1-238-831-9229,FAST,BSIT,2.72,2025-05-11 18:16:31,222.183.226.54,55,Desktop,0
4473,Steven Lewis,robertjones@example.net,+1-316-567-6858x98643,Stanford,BSAI,3.49,2025-05-14 02:59:52,151.180.96.166,47,Desktop,2
4474,Michael Ford,iadams@example.com,943-996-9321x594,FAST,BSE,3.38,2025-05-27 18:30:19,223.69.12.29,78,Mobile,4
4475,Katherine Flores,palmercharles@example.org,(943)784-6536,SMIU,BBA,2.17,2025-05-02 06:05:39,29.251.228.107,52,Desktop,2
4476,Sara Ramos,justin06@example.net,+1-587-912-2405x625,SMIU,BSAI,2.14,2025-05-07 23:45:59,210.247.27.180,64,Mobile,0
4477,Jennifer Moore,sarah07@example.com,488.804.7427,Stanford,BSCS,2.19,2025-04-29 20:40:40,181.185.47.39,70,Mobile,1
4478,Lauren Cross,stephanieruiz@example.org,001-513-921-8708,FAST,BBA,2.1,2025-05-17 11:12:11,210.113.146.69,86,Desktop,2
4479,William Walker,martinmichael@example.org,(687)323-1758x787,Harvard,BSCS,3.17,2025-05-10 10:12:02,26.248.226.1,59,Desktop,4
4480,Brian Osborn,james09@example.net,478.357.6142,IU,BSE,2.39,2025-05-22 17:17:43,26.3.86.74,83,Mobile,1
4481,Joseph Hoffman,bruceharrington@example.org,+1-831-790-5860x4530,NED,BSCS,2.85,2025-05-14 08:43:33,143.235.94.96,66,Desktop,3
4482,Joseph Hoffman,oconnorsandra@example.org,+1-699-378-5790,IU,BSE,3.08,2025-05-08 12:34:17,207.130.225.191,65,Desktop,0
4483,Kristen Gonzalez,cbarron@example.com,665.702.3479,MIT,BSCS,2.2,2025-05-26 09:55:59,198.231.49.56,70,Mobile,2
4484,Lisa Sandoval,virginiaward@example.net,(322)799-6820x92840,FAST,BBA,2.89,2025-05-14 08:59:14,214.56.233.114,94,Desktop,1
4485,Amy Smith,nataliemurphy@example.net,842-796-1322x718,FAST,BSCS,3.49,2025-05-10 11:51:40,212.137.225.154,80,Mobile,5
4486,Jordan Conrad,njordan@example.org,4135817372,Harvard,BSCS,2.82,2025-05-01 01:52:57,180.122.154.206,85,Mobile,3
4487,Michele Davila,melaniecook@example.net,2118258498,SMIU,BSCS,2.42,2025-05-19 17:00:03,79.220.107.237,85,Desktop,5
4488,Scott Wise,mitchelltom@example.org,(492)612-2580x87430,Stanford,BSIT,2.42,2025-05-04 00:51:24,59.148.230.31,99,Desktop,3
4489,Elizabeth Thomas,jennysmith@example.com,535.779.9041x5035,Harvard,BSIT,3.9,2025-04-29 17:04:59,153.113.88.156,84,Desktop,1
4490,Theresa Bradshaw,ashleyfigueroa@example.com,689.816.2371,IU,BSAI,2.22,2025-05-02 13:22:01,211.75.211.241,62,Mobile,4
4491,Jade Mcfarland,aaronross@example.com,+1-901-884-6303x290,IU,BSE,3.35,2025-05-19 04:17:20,216.9.10.235,99,Mobile,3
4492,Eric Nelson,samanthapope@example.org,+1-252-748-3827,NED,BSCS,3.34,2025-05-11 11:55:38,214.243.227.29,90,Desktop,5
4493,Angela Crane,along@example.org,(259)904-5742x977,Stanford,BSAI,2.15,2025-05-14 02:33:54,184.225.113.169,65,Mobile,5
4494,Richard Nash,barkerfrancis@example.net,(583)288-0943x586,MIT,BSCS,3.38,2025-05-10 04:43:16,106.109.53.214,99,Mobile,3
4495,Christopher Lopez,lbooker@example.com,868.821.3179,NED,BSAI,3.39,2025-05-19 09:26:40,152.131.96.94,72,Mobile,2
4496,Larry Bernard,joycewood@example.com,001-410-833-0131,NED,BSE,3.92,2025-04-28 17:21:54,170.175.155.16,74,Mobile,0
4497,Kristina Quinn,lauragray@example.com,(669)294-3791,NED,BSAI,3.65,2025-05-14 12:27:42,146.117.92.77,74,Mobile,3
4498,Joshua Callahan,charles56@example.net,707.648.9460x516,SMIU,BSCS,2.46,2025-05-13 10:51:33,220.148.101.146,54,Mobile,3
4499,Jessica Green,cummingsmatthew@example.net,(868)384-0782x96806,SMIU,BBA,2.47,2025-05-09 15:03:41,153.71.32.58,91,Desktop,1
4500,Rebecca Cabrera,avilablake@example.net,226-452-3659x5513,NED,BBA,2.74,2025-05-14 23:38:46,9.14.80.65,99,Mobile,1
4501,Ryan Moran,sthompson@example.org,(949)751-2546x95737,Stanford,BBA,2.67,2025-05-15 10:19:22,210.123.37.179,47,Mobile,0
4502,Linda Miller,bensonsharon@example.net,995.676.2505,IU,BBA,2.97,2025-05-15 06:07:19,193.57.229.129,51,Desktop,2
4503,Richard Taylor,patriciasharp@example.com,479-319-4696x461,NED,BSE,2.35,2025-05-16 01:39:44,32.213.99.164,41,Desktop,3
4504,Devin Farley,qbates@example.org,518.609.4531x4041,FAST,BSIT,3.92,2025-05-07 15:06:30,193.103.66.106,81,Desktop,3
4505,Kelly Williams,lbird@example.net,788.487.7911,NED,BSCS,2.09,2025-04-28 16:49:15,164.53.36.159,90,Desktop,1
4506,Crystal Stephens,zimmermanjames@example.net,9924694110,Harvard,BSE,2.45,2025-05-16 23:20:32,28.180.222.242,81,Mobile,3
4507,Leslie Gould,nicole19@example.org,465-510-3129,FAST,BSIT,3.51,2025-05-26 01:28:25,208.5.106.113,77,Desktop,0
4508,Michelle Mckinney,allen69@example.org,843-325-5459,Stanford,BBA,3.76,2025-05-23 23:51:36,167.143.64.221,68,Desktop,2
4509,Brandon Lowery,wstewart@example.org,(868)777-9278x4961,MIT,BSIT,2.08,2025-05-12 19:36:22,149.12.245.252,45,Mobile,1
4510,Christine Schneider,thuang@example.org,323.317.7124x321,Harvard,BSIT,3.12,2025-05-17 07:08:29,85.9.171.217,79,Desktop,4
4511,Richard Carroll,susangarcia@example.com,804.339.2394x393,SMIU,BSE,2.48,2025-05-27 02:53:30,205.242.222.210,79,Desktop,0
4512,Brianna Vargas,kimberlyrobinson@example.net,(647)743-0978x799,IU,BSAI,2.42,2025-04-28 22:10:10,211.55.149.238,63,Desktop,4
4513,Jennifer Robinson,barbaramoss@example.net,001-455-806-8890,MIT,BSE,3.59,2025-05-24 07:36:22,184.140.73.201,79,Mobile,0
4514,Richard Boone,mross@example.com,628.456.1025x69998,IU,BSE,2.24,2025-05-03 14:57:32,161.172.42.134,53,Desktop,3
4515,Ashley Bullock,wmullen@example.com,974.574.2188x466,IU,BSIT,3.99,2025-05-13 02:39:34,79.21.121.156,88,Desktop,0
4516,Cynthia Harris,margaret72@example.com,428.729.5746,NED,BSAI,3.74,2025-04-29 00:43:08,221.253.255.194,54,Mobile,2
4517,Daniel Graves,snguyen@example.com,4719936574,SMIU,BSE,3.88,2025-05-18 22:15:32,222.11.241.18,50,Mobile,3
4518,Dawn Marsh,cperez@example.com,603-424-1869,MIT,BSE,3.16,2025-05-04 19:34:14,198.5.190.149,70,Desktop,5
4519,Stacey Pruitt,kellykathleen@example.com,644-855-5312x515,FAST,BSAI,2.46,2025-05-02 08:33:30,138.126.253.40,83,Desktop,2
4520,Collin Montgomery,matthewmartin@example.net,996.345.8714x97432,FAST,BSIT,3.73,2025-05-03 22:12:13,48.18.49.180,44,Mobile,0
4521,Allen Humphrey,tracy74@example.com,992.777.5586x37751,SMIU,BSCS,2.08,2025-04-30 07:37:57,77.34.64.231,48,Mobile,4
4522,Thomas May Jr.,lindsay67@example.net,851.356.5595,MIT,BSAI,2.42,2025-05-24 20:41:42,154.219.77.210,95,Desktop,4
4523,Nicholas Wilson,allenmelissa@example.org,871-426-1310,Stanford,BSAI,3.7,2025-05-12 00:31:35,162.229.63.62,71,Desktop,1
4524,Tina Harris,daniel50@example.com,4282749861,NED,BBA,3.01,2025-05-07 10:02:20,148.3.234.146,52,Mobile,2
4525,Justin Moore,kathleenmckenzie@example.com,(406)233-8423,Stanford,BBA,3.07,2025-05-15 09:39:34,59.231.145.145,69,Mobile,2
4526,Tammy Marshall,tharrington@example.net,(465)639-5175x343,NED,BSIT,2.07,2025-05-09 14:58:11,4.111.214.167,82,Mobile,2
4527,Jimmy Benitez,umurray@example.org,585.541.9136,MIT,BSCS,2.17,2025-05-25 07:04:28,195.35.255.46,91,Mobile,4
